Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,ID
306.0,1877.69,598.4000000003725,3.977,3.482,3982.7120000002906,4904.31,8484.19,807,1
307.0,1873.94,595.188000000082,3.984,3.714,3906.311999999918,4865.0,8602.12,806,1
308.0,198748.44,192077.0229999991,4.266,3.29,66689.98100000061,78255.55,78255.55,805,1
309.0,1912.74,604.0,3.973,3.474,4529.9199999999255,5552.32,9509.6,804,1
310.0,1919.26,614.0,3.977,3.486,4106.352000000887,5012.35,8624.83,803,1
311.0,1918.98,614.0,3.977,3.484,4124.320000000298,5048.32,8596.48,802,1
312.0,1916.86,613.5999999996275,3.978,3.484,4124.321000000462,5048.32,8564.38,801,1
313.0,1915.1,612.0,3.978,3.485,4118.35099999886,5048.35,8580.9,800,1
314.0,1911.9,613.5999999996275,3.978,3.485,4112.320000000298,5048.32,8540.1,799,1
315.0,1909.73,608.0,3.978,3.485,4105.023000000976,5012.22,8550.15,798,1
316.0,1906.81,609.5999999996275,3.978,3.485,4097.919999998994,5012.32,8512.1,797,1
317.0,1903.68,606.0,3.978,3.485,4088.321000000462,5012.32,8521.09,796,1
318.0,1913.92,618.0,3.981,3.486,4076.3519999999553,5012.35,8533.6,795,1
319.0,1899.74,609.5999999996275,3.979,3.48,4112.312999999151,5012.31,8526.72,794,1
320.0,1895.55,604.0,3.978,3.486,4064.320000000298,4976.32,8489.34,793,1
321.0,1892.89,604.0,3.978,3.486,4052.321000000462,4976.31,8481.77,792,1
322.0,1890.51,602.0,3.978,3.487,4040.344000000506,4976.34,8482.88,791,1
323.0,1887.95,602.4000000003725,3.977,3.486,4034.311999999918,4940.31,8462.11,790,1
324.0,1884.0,602.4000000003725,3.978,3.487,4025.9440000010654,4940.34,8482.75,789,1
325.0,1885.31,598.4000000003725,3.978,3.487,4018.743999999948,4940.34,8510.02,788,1
326.0,1883.25,600.0,3.978,3.488,4011.513000000268,4940.31,8505.31,787,1
327.0,1880.84,600.7999999998137,3.978,3.487,4004.31200000085,4940.31,8481.28,786,1
328.0,1879.36,596.7999999998137,3.978,3.488,3998.3211666662246,4904.28,8487.75,785,1
329.0,1877.01,598.0,3.977,3.487,3992.3439999995753,4904.34,8447.61,784,1
330.0,1875.33,595.2000000001863,3.977,3.488,3986.375,4904.38,8475.12,783,1
331.0,1872.2,594.0,3.976,3.488,3980.3600000003353,4904.36,8480.42,782,1
332.0,1864.94,590.375,3.982,3.711,3892.344000000506,4844.0,8606.99,781,1
333.0,1868.56,588.0,3.971,3.791,3860.375,4796.38,8546.41,780,1
334.0,1874.72,596.0,3.975,3.493,3956.344000001438,4868.34,8496.25,779,1
335.0,1873.47,594.0,3.976,3.489,3975.5130000012,4904.31,8478.94,778,1
336.0,1870.91,592.0,3.976,3.489,3974.2189999995753,4904.22,8453.25,777,1
337.0,1868.25,592.0,3.976,3.488,3962.2179999994114,4868.22,8495.88,776,1
338.0,1864.75,590.4000000003725,3.975,3.49,3956.375,4868.38,8464.0,775,1
339.0,1862.91,590.4000000003725,3.976,3.49,3944.312999999151,4868.31,8461.66,774,1
340.0,1860.75,588.0,3.976,3.491,3938.4060000004247,4868.41,8446.72,773,1
341.0,1859.22,588.0,3.976,3.49,3932.3429999994114,4832.34,8451.0,772,1
342.0,1857.72,584.0,3.975,3.491,3925.1749999998137,4832.38,8439.19,771,1
343.0,1855.88,584.7999999998137,3.976,3.49,3920.344000001438,4832.34,8440.94,770,1
344.0,1854.25,586.0,3.975,3.491,3917.9130000006407,4832.31,8412.03,769,1
345.0,1852.38,582.0,3.976,3.491,3908.375,4832.38,8413.03,768,1
346.0,1850.19,583.2000000001863,3.975,3.491,3902.375,4832.38,8395.34,767,1
347.0,1849.16,581.0,3.975,3.492,3896.25,4796.25,8419.62,766,1
348.0,1845.72,578.0,3.975,3.492,3889.113000000827,4796.31,8397.84,765,1
349.0,1845.12,580.0,3.975,3.493,3878.3439999995753,4796.34,8430.84,764,1
350.0,1843.44,580.0,3.974,3.492,3872.3439999995753,4796.34,8410.62,763,1
351.0,1842.16,579.0,3.974,3.492,3867.512000001036,4796.31,8398.16,762,1
352.0,1841.44,581.0,3.974,3.494,3866.2189999995753,4796.22,8424.72,761,1
353.0,1839.44,578.4000000003725,3.974,3.492,3860.312999999151,4796.31,8393.69,760,1
354.0,1837.59,576.0,3.974,3.493,3854.344000001438,4760.34,8408.03,759,1
355.0,1833.31,572.0,3.973,3.493,3848.313000001013,4760.31,8409.0,758,1
356.0,1824.88,566.4369999989867,3.978,3.712,3759.438000001013,4711.0,8528.44,757,1
357.0,1836.96,570.0,3.966,3.799,3687.391999999993,4652.19,8487.26,756,1
358.0,1840.29,572.0,3.969,3.498,3860.3519999999553,4760.35,8420.0,755,1
359.0,1839.71,572.0,3.97,3.496,3872.352000000887,4796.35,8429.73,754,1
360.0,1836.03,570.0,3.97,3.495,3866.352999999188,4760.35,8389.41,753,1
361.0,1833.57,570.0,3.97,3.496,3854.352000000887,4760.35,8388.13,752,1
362.0,1831.29,570.4000000003725,3.97,3.497,3845.950999999419,4760.35,8370.62,751,1
363.0,1829.09,568.0,3.97,3.497,3842.387000000104,4760.39,8359.2,750,1
364.0,1828.03,568.0,3.97,3.497,3831.5830000014976,4760.38,8381.18,749,1
365.0,1825.73,568.0,3.97,3.497,3824.2579999994487,4724.26,8389.31,748,1
366.0,1823.49,566.0,3.97,3.498,3824.195000000298,4724.2,8383.59,747,1
367.0,1822.09,566.0,3.97,3.498,3812.3829999994487,4724.38,8379.93,746,1
368.0,1820.61,566.0,3.97,3.498,3809.7880000006407,4724.19,8393.53,745,1
369.0,168.0,342.8571428572759,3.97,3.499,3806.5079999994487,4724.51,8355.43,744,1
386.0,1799.55,556.7999999998137,3.968,3.983,1112.25,2024.25,5742.11,727,1
387.0,1796.76,554.0,3.967,3.503,3728.311999999918,4652.34,8320.41,726,1
388.0,1794.86,551.2000000001863,3.967,3.502,3722.333333333954,4616.33,8330.28,725,1
389.0,1793.03,552.0,3.967,3.503,3716.3590000001714,4616.36,8341.83,724,1
390.0,1791.58,551.0,3.967,3.503,3709.221999999136,4616.42,8352.58,723,1
391.0,1789.64,549.5999999996275,3.967,3.504,3704.35899999924,4616.36,8351.62,722,1
392.0,1787.78,550.0,3.967,3.504,3694.79099999927,4616.39,8339.66,721,1
393.0,1785.31,548.0,3.967,3.505,3687.5589999994254,4580.36,8285.64,720,1
394.0,1784.06,548.0,3.967,3.506,3680.3439999995753,4580.34,8329.5,719,1
395.0,1782.72,544.0,3.967,3.505,3680.328000000678,4580.33,8340.91,718,1
396.0,1781.61,546.0,3.967,3.506,3673.160000000149,4580.36,8350.89,717,1
397.0,1779.66,544.9741666661575,3.967,3.506,3668.23399999924,4580.23,8300.17,716,1
398.0,1778.47,545.0,3.967,3.505,3662.31200000085,4580.31,8287.17,715,1
399.0,1776.78,544.0,3.966,3.506,3658.712000001222,4580.31,8308.5,714,1
400.0,1775.88,544.0,3.966,3.507,3651.511999999173,4580.31,8278.44,713,1
401.0,1774.22,542.0,3.966,3.506,3650.375,4544.38,8277.81,712,1
402.0,1771.25,539.2000000001863,3.965,3.507,3644.311999998986,4544.31,8279.94,711,1
403.0,1761.69,537.594000001438,3.968,3.724,3542.4060000004247,4494.0,8451.81,710,1
404.0,197016.9,3082.4887500004843,4.262,3.297,64619.9980000006,76089.12,76089.12,709,1
405.0,1792.48,536.0,3.955,3.481,4270.751000001095,5300.35,9707.74,708,1
406.0,1799.46,544.8185999998823,3.96,3.521,3724.5610000006855,4618.56,8461.89,707,1
407.0,1800.26,546.0,3.96,3.518,3744.9930000007153,4652.19,8404.42,706,1
408.0,1799.68,544.0,3.961,3.517,3745.121000000276,4652.32,8410.79,705,1
409.0,1797.15,544.0,3.961,3.518,3740.3519999999553,4652.35,8358.88,704,1
410.0,1795.14,544.0,3.962,3.517,3737.821999999695,4652.22,8360.35,703,1
411.0,1793.12,540.0,3.961,3.516,3728.285000000149,4616.29,8377.02,702,1
412.0,1790.88,540.0,3.961,3.517,3716.352000000887,4616.35,8378.31,701,1
413.0,1788.29,540.0,3.962,3.517,3710.288999999873,4616.29,8346.41,700,1
414.0,1786.27,542.0,3.962,3.517,3701.9199999999255,4616.32,8371.49,699,1
415.0,1782.91,539.0,3.962,3.518,3692.352000000887,4580.35,8339.84,698,1
416.0,1779.75,540.0,3.961,3.517,3686.352000000887,4580.35,8345.21,697,1
417.0,1777.0,538.0,3.961,3.517,3674.38300000038,4580.38,8309.89,696,1
418.0,1774.34,536.0,3.961,3.516,3665.9599999999614,4580.36,8342.41,695,1
419.0,1771.66,534.0,3.961,3.517,3656.327999999746,4544.33,8301.16,694,1
420.0,1769.25,534.0,3.96,3.517,3644.328999999911,4544.33,8317.92,693,1
421.0,1766.23,533.0,3.961,3.517,3637.018999999389,4544.22,8301.03,692,1
422.0,1764.42,532.0,3.96,3.517,3626.343000000343,4544.34,8331.61,691,1
423.0,1761.23,530.0,3.96,3.518,3615.4189999997616,4508.22,8298.66,690,1
424.0,1759.58,532.0,3.959,3.518,3608.3439999995753,4508.34,8313.5,689,1
425.0,1756.42,530.0,3.959,3.519,3602.328000000678,4508.33,8266.09,688,1
426.0,1753.83,527.0117499995977,3.959,3.518,3593.9589999988675,4508.36,8258.47,687,1
427.0,1751.08,526.0,3.959,3.518,3586.743999999948,4472.34,8301.95,686,1
428.0,1737.91,525.5940000005066,3.961,3.726,3465.375,4416.99,8468.41,685,1
429.0,1746.22,522.0,3.953,3.809,3428.2810000004247,4364.28,8393.12,684,1
430.0,1750.38,526.0,3.958,3.523,3565.143999999389,4472.34,8301.91,683,1
431.0,1749.59,524.0,3.959,3.521,3579.544000000693,4472.34,8279.5,682,1
434.0,1747.2,526.0,3.958,3.524,3536.319000001065,4436.32,8197.41,679,1
435.0,1746.37,526.0,3.959,3.52,3566.318999999203,4472.32,8239.94,678,1
436.0,1745.12,526.0,3.959,3.519,3565.120000000112,4472.32,8231.58,677,1
437.0,1742.3,525.0,3.959,3.519,3557.952000000514,4472.35,8252.35,676,1
438.0,1740.35,522.0,3.959,3.52,3548.3509999997914,4436.35,8252.96,675,1
439.0,1738.17,521.0,3.959,3.519,3536.320000000298,4436.32,8265.86,674,1
440.0,1734.18,520.0,3.959,3.519,3529.154999999329,4436.35,8199.75,673,1
441.0,1731.94,517.2857142854482,3.958,3.52,3518.321000000462,4436.32,8210.62,672,1
442.0,1729.31,516.0,3.958,3.521,3512.3520000008866,4400.35,8228.06,671,1
443.0,1727.62,516.0,3.958,3.521,3500.3520000008866,4400.32,8218.98,670,1
444.0,1725.88,516.0,3.959,3.521,3500.3520000008866,4400.35,8210.88,669,1
445.0,1724.87,516.0,3.959,3.521,3493.151999999769,4400.35,8241.89,668,1
446.0,1722.26,514.0,3.958,3.522,3488.313000000082,4400.31,8224.22,667,1
447.0,1720.16,513.4285714281723,3.958,3.522,3482.343999999576,4364.34,8208.67,666,1
448.0,1718.34,512.0,3.957,3.522,3471.5429999995977,4364.34,8215.94,665,1
449.0,1716.73,513.0,3.958,3.523,3470.35899999924,4364.36,8200.77,664,1
450.0,1714.41,510.8571428572759,3.957,3.522,3464.35899999924,4364.36,8205.06,663,1
451.0,1711.11,508.0,3.957,3.523,3452.328000000678,4364.33,8187.42,662,1
452.0,1709.41,506.5714285718277,3.957,3.523,3440.39100000076,4328.39,8212.55,661,1
453.0,1706.3,506.0,3.957,3.524,3434.2180000003427,4328.22,8197.09,660,1
454.0,1693.76,502.80449999962,3.958,3.729,3318.375,4270.02,8380.2,659,1
455.0,1725.02,508.0,3.949,3.829,3154.848000000231,4148.45,8557.54,658,1
456.0,1727.49,512.0,3.953,3.527,3506.384000000544,4400.38,8314.59,657,1
457.0,1725.63,510.0,3.954,3.526,3512.354000000283,4400.35,8290.72,656,1
458.0,1723.36,510.0,3.954,3.526,3506.319000001065,4400.32,8268.35,655,1
459.0,1719.68,508.7142857145518,3.953,3.526,3500.35599999968,4400.36,8225.7,654,1
460.0,1717.18,509.0,3.954,3.526,3488.3209999995306,4364.32,8230.5,653,1
461.0,1713.63,507.4285714281723,3.954,3.526,3478.7519999993965,4364.35,8211.36,652,1
462.0,1710.5,505.0,3.953,3.527,3464.320000000298,4364.32,8225.12,651,1
463.0,1707.13,504.0,3.953,3.528,3457.121000000276,4328.32,8192.87,650,1
464.0,1705.92,503.9845000002533,3.953,3.528,3442.751000000164,4328.35,8207.45,649,1
465.0,1703.94,502.8571428572759,3.953,3.529,3440.351999999024,4328.35,8193.48,648,1
466.0,1701.44,503.0,3.953,3.528,3434.2890000008047,4328.29,8182.88,647,1
467.0,1699.14,500.5714285718277,3.953,3.529,3422.321000000462,4328.32,8159.24,646,1
468.0,1697.25,502.0,3.952,3.53,3416.3520000008866,4292.35,8180.1,645,1
469.0,1695.97,499.2857142854482,3.952,3.529,3410.360000000336,4292.36,8181.86,644,1
470.0,1767.97,563.0,3.954,3.529,3413.9589999988675,4328.36,8086.31,643,1
471.0,1760.88,559.0,3.951,3.492,3629.9599999999614,4544.36,8339.56,642,1
472.0,1753.88,554.0,3.949,3.495,3602.3909999988973,4508.39,8357.22,641,1
473.0,1678.66,493.7142857145518,3.948,3.498,3536.343999999576,4436.34,8441.59,640,1
474.0,1678.75,490.2857142854482,3.949,3.533,3344.360000000336,4220.36,8132.55,639,1
475.0,1681.25,494.0,3.95,3.532,3350.3899999996647,4256.39,8142.98,638,1
476.0,1675.52,490.2857142854482,3.949,3.532,3356.311999999918,4256.31,8123.64,637,1
477.0,1672.7,489.0,3.949,3.532,3338.328000000678,4220.33,8108.33,636,1
479.0,1625.86,468.8571428572759,3.939,4.053,302.3519999999553,1124.35,5277.63,634,1
480.0,1636.25,473.1428571427241,3.945,3.544,3176.3199999993667,4076.32,8085.09,633,1
481.0,1636.58,474.4285714281723,3.947,3.541,3206.287000000477,4076.29,8071.55,632,1
482.0,1635.81,474.4285714281723,3.947,3.54,3206.321000000462,4076.32,8070.05,631,1
483.0,1634.79,471.4285714281723,3.947,3.54,3200.351999999956,4076.35,8050.24,630,1
484.0,1633.18,472.0,3.947,3.54,3197.919999999925,4076.32,8088.03,629,1
485.0,1632.26,473.1428571427241,3.947,3.54,3190.751000000164,4076.38,8076.51,628,1
486.0,1629.89,474.0,3.947,3.54,3188.3240000000224,4076.32,8055.01,627,1
487.0,1627.68,471.8571428572759,3.946,3.54,3176.3209999995306,4076.32,8079.61,626,1
488.0,1625.63,470.5714285718277,3.946,3.541,3169.121000000276,4040.32,8056.26,625,1
489.0,1623.46,469.0,3.945,3.542,3161.950999999419,4040.35,8035.39,624,1
490.0,1622.49,469.2857142854482,3.945,3.542,3158.351999999956,4040.35,8045.76,623,1
491.0,1620.49,468.0,3.945,3.542,3152.36233333312,4040.35,8036.35,622,1
492.0,1619.49,468.0,3.945,3.543,3146.3829999994487,4040.38,8055.36,621,1
493.0,1617.12,466.7142857145518,3.945,3.542,3140.23399999924,4040.23,8013.61,620,1
494.0,1615.2,466.7142857145518,3.945,3.542,3134.3120000008494,4004.31,8035.83,619,1
495.0,1612.7,465.4285714281723,3.944,3.544,3128.473666666076,4004.48,8029.22,618,1
496.0,1610.78,464.1428571427241,3.944,3.543,3122.218999999576,4004.25,8031.55,617,1
497.0,1608.36,462.8571428572759,3.943,3.543,3116.35899999924,4004.36,8032.36,616,1
498.0,1606.06,459.8571428572759,3.943,3.544,3110.360000000336,4004.36,8019.17,615,1
499.0,1605.64,459.8571428572759,3.944,3.546,3104.3590000011027,3968.36,8021.73,614,1
500.0,1604.16,459.8394285719842,3.944,3.545,3098.360000000336,3968.36,8013.7,613,1
501.0,1602.95,461.0,3.944,3.545,3097.1749999998137,3968.38,8050.02,612,1
502.0,1585.98,460.8130000010133,3.941,3.755,2940.3429999994114,3884.98,8225.38,611,1
503.0,196104.06,183357.5633333325,4.256,3.315,62039.99600000028,73443.4,73443.4,610,1
504.0,1635.42,466.7142857145518,3.932,3.516,3903.5520000001416,4976.35,10009.7,609,1
505.0,1645.38,471.0,3.938,3.559,3226.752000000328,4112.35,8262.91,608,1
506.0,1648.0,471.8571428572759,3.939,3.556,3260.3849999997765,4148.38,8176.8,607,1
507.0,1646.34,470.1428571427241,3.94,3.555,3266.348999999464,4148.35,8140.45,606,1
508.0,1645.54,472.0,3.941,3.555,3260.3520000008866,4148.35,8123.23,605,1
509.0,1642.98,472.0,3.941,3.554,3255.556000000797,4112.36,8074.56,604,1
510.0,1640.45,469.0,3.94,3.554,3248.25800000038,5576.71,8031.84,603,1
511.0,1638.66,469.0,3.941,3.554,3236.2270000008866,4112.23,8120.96,602,1
512.0,1636.39,470.1428571427241,3.941,3.553,3230.3199999993667,4112.32,8103.84,601,1
513.0,1633.57,467.1428571427241,3.94,3.553,3219.511999999173,4112.31,8109.85,600,1
514.0,1630.82,468.0,3.941,3.553,3206.3509999997914,4076.35,8086.11,599,1
515.0,1628.38,465.8571428572759,3.941,3.552,3200.25,4076.25,8089.82,598,1
516.0,1625.89,465.8571428572759,3.941,3.552,3188.226999999024,4076.23,8068.96,597,1
517.0,1623.88,467.5714285718277,3.941,3.553,3182.3829999994487,4040.38,8070.71,596,1
518.0,1621.17,466.0,3.94,3.552,3176.35899999924,4040.36,8069.28,595,1
519.0,1618.84,463.2857142854482,3.94,3.552,3170.311999999918,4040.31,8100.16,594,1
520.0,1615.81,462.0,3.94,3.552,3158.26600000076,4040.27,8078.75,593,1
521.0,1699.23,520.0,3.942,3.552,3152.360000000336,4040.36,8007.17,592,1
522.0,1690.41,516.0,3.939,3.517,3404.375,4292.38,8296.06,591,1
523.0,1685.5,514.0,3.938,3.521,3374.343999998644,4256.34,8277.34,590,1
524.0,1683.02,513.0,3.937,3.521,3356.344000000506,4256.34,8309.28,589,1
525.0,1680.7,511.7142857145518,3.937,3.522,3349.128000000492,4220.33,8294.41,588,1
526.0,1679.05,510.0,3.936,3.523,3338.25,4220.25,8308.0,587,1
527.0,1643.59,504.0,3.921,3.729,3157.375,4116.0,8579.94,586,1
528.0,1657.81,502.0,3.92,3.83,3068.344000000506,4004.34,8411.72,585,1
529.0,1672.72,510.0,3.928,3.534,3260.25,4148.25,8310.75,584,1
530.0,1679.19,512.0,3.933,3.527,3313.144000001252,4184.34,8300.0,583,1
531.0,1679.25,513.0,3.933,3.523,3332.375,4220.38,8280.97,582,1
532.0,1678.75,510.0,3.935,3.522,3334.712999999523,4220.31,8313.16,581,1
533.0,1675.75,510.8571428563446,3.934,3.523,3332.3430000003427,4220.34,8278.72,580,1
534.0,1672.69,508.0,3.934,3.522,3326.18799999915,4220.19,8281.41,579,1
535.0,1669.84,508.0,3.934,3.523,3314.31299999915,4184.31,8302.81,578,1
536.0,1667.25,506.0,3.934,3.523,3302.3430000003427,4184.34,8302.28,577,1
537.0,1664.78,504.0,3.934,3.524,3296.375,4184.38,8268.09,576,1
538.0,1662.56,504.0,3.933,3.525,3284.3120000008494,4184.31,8260.31,575,1
539.0,1660.44,503.0,3.932,3.525,3278.2809999994934,4148.28,8271.47,574,1
540.0,1658.25,503.0,3.932,3.525,3272.344000000506,4148.34,8238.09,573,1
541.0,1657.0,504.0,3.932,3.526,3266.375,4148.38,8271.62,572,1
542.0,1654.91,502.0154999997467,3.932,3.526,3260.344000000506,4148.34,8261.44,571,1
543.0,1652.59,503.1428571436554,3.932,3.526,3254.344000000506,4148.34,8240.72,570,1
544.0,1650.56,502.0,3.932,3.528,3248.3430000003427,4112.34,8242.59,569,1
545.0,1644.0,501.0,3.932,3.528,3236.31299999915,4112.31,8227.91,568,1
546.0,1647.5,501.0077500008047,3.932,3.527,3230.344000000506,4112.34,8253.16,567,1
547.0,1646.19,498.8571428563446,3.932,3.527,3226.5620000008494,4114.56,8250.62,566,1
548.0,1644.5,500.0,3.931,3.528,3218.31299999915,4112.31,8249.34,565,1
549.0,1642.75,497.5714285708964,3.931,3.528,3212.3120000008494,4112.31,8239.59,564,1
550.0,1640.22,496.0,3.931,3.529,3205.175000000745,4076.38,8228.91,563,1
551.0,1606.88,494.375,3.917,3.73,3045.281000001356,3997.03,8388.59,562,1
552.0,1622.0,487.7142857145518,3.916,3.841,2948.25,3896.25,8315.12,561,1
553.0,1629.44,492.0,3.921,3.54,3140.31299999915,4004.31,8278.88,560,1
554.0,1632.12,490.2857142854482,3.924,3.536,3161.9749999996275,4643.5,8856.31,559,1
555.0,1639.0,495.0,3.93,3.534,3176.31299999915,4040.31,8300.88,558,1
556.0,1636.06,492.0,3.93,3.532,3200.375,4076.38,8279.0,557,1
557.0,1634.19,494.0,3.929,3.532,3188.31299999915,4076.31,8281.94,556,1
558.0,1631.81,492.0,3.929,3.532,3182.25,4076.25,8268.94,555,1
559.0,1632.25,490.7142857145518,3.93,3.533,3176.375,4040.38,8275.38,554,1
560.0,1628.69,489.1428571436554,3.928,3.532,3176.3120000008494,4040.31,8271.81,553,1
561.0,1628.56,489.8571428563446,3.928,3.533,3164.375,4040.38,8259.62,552,1
562.0,1628.0,489.0,3.929,3.533,3170.43799999915,4040.44,8273.88,551,1
563.0,1625.69,488.0,3.929,3.533,3169.050000000745,4040.25,8245.06,550,1
564.0,1623.25,485.5714285708964,3.928,3.533,3158.375,4040.38,8237.38,549,1
565.0,1620.62,484.2857142854482,3.928,3.534,3152.375,4040.38,8239.69,548,1
566.0,1617.69,483.0,3.928,3.534,3140.3120000008494,4004.31,8180.81,547,1
567.0,1616.0,483.0,3.928,3.535,3133.1120000015944,4004.31,8214.44,546,1
568.0,1614.56,480.0,3.927,3.536,3125.912000000477,4004.31,8200.31,545,1
569.0,1613.44,480.0,3.928,3.536,3116.31299999915,4004.31,8228.38,544,1
570.0,1611.75,481.7142857145518,3.928,3.535,3116.31299999915,4004.31,8205.94,543,1
571.0,1609.94,481.7142857145518,3.928,3.536,3110.31299999915,3968.31,8148.81,542,1
572.0,1609.0,479.0,3.928,3.537,3104.25,3968.25,8191.62,541,1
573.0,1607.56,480.4285714291036,3.928,3.536,3104.25,3968.25,8220.38,540,1
574.0,1604.75,479.1428571436554,3.927,3.537,3092.1870000008494,3968.19,8222.88,539,1
575.0,1576.81,480.0,3.914,3.741,2919.3120000008494,3871.0,8444.38,538,1
576.0,1595.38,476.0,3.914,3.849,2834.375,3788.38,8369.19,537,1
577.0,1597.25,474.919142857194,3.919,3.544,3050.375,3932.38,8263.75,536,1
578.0,1600.69,476.0,3.921,3.543,3050.31299999915,3932.31,8259.88,535,1
579.0,1606.44,477.8571428563446,3.925,3.542,3068.375,3932.38,8245.94,534,1
580.0,1606.75,479.1428571436554,3.925,3.54,3086.25,3968.25,8234.94,533,1
581.0,1603.12,476.0,3.926,3.539,3086.31299999915,3968.31,8222.38,532,1
582.0,1601.06,476.5714285708964,3.924,3.54,3074.3120000008494,3932.31,8236.25,531,1
583.0,1598.88,475.2857142854482,3.925,3.54,3068.3120000008494,3932.31,8240.88,530,1
584.0,1599.69,478.0,3.925,3.541,3061.175000000745,3932.38,8231.94,529,1
585.0,1595.81,474.0,3.924,3.539,3062.3120000008494,3932.31,8222.94,528,1
586.0,1593.25,473.0,3.923,3.541,3050.3120000008494,3932.31,8194.5,527,1
587.0,1593.25,472.7142857145518,3.924,3.541,3044.375,3932.38,8173.06,526,1
588.0,1592.19,473.0,3.924,3.541,3044.25,3932.25,8163.06,525,1
589.0,1584.0,474.4285714291036,3.923,3.542,3039.574999999255,3932.38,8160.62,524,1
590.0,1589.56,473.1428571436554,3.923,3.541,3038.31299999915,3896.31,8149.5,523,1
591.0,1588.75,474.0,3.922,3.541,3032.3120000008494,3896.31,8177.06,522,1
592.0,1587.25,471.8571428563446,3.922,3.541,3032.375,3896.38,8169.19,521,1
593.0,1584.88,472.0,3.922,3.542,3026.3120000008494,3896.31,8186.0,520,1
594.0,1581.88,466.2857142854482,3.921,3.543,3020.375,3896.38,8164.44,519,1
595.0,1578.88,468.0,3.921,3.543,3014.3120000008494,3896.31,8170.38,518,1
596.0,1575.94,466.7142857145518,3.92,3.544,3003.5129999984056,3860.31,8133.75,517,1
597.0,1573.88,464.0,3.92,3.544,2996.25,3860.25,8122.12,516,1
598.0,1571.5,465.1428571436554,3.919,3.545,2990.375,3860.38,8074.38,515,1
599.0,1545.88,463.125,3.91,3.744,2807.25,3752.0,8415.62,514,1
600.0,190639.55,178781.4140000008,4.247,3.323,59789.98600000143,71163.81,71163.81,513,1
601.0,1582.43,466.2857142854482,3.895,3.571,3500.351999999956,4652.35,10440.0,512,1
602.0,1602.05,473.0,3.909,3.566,3044.353000000119,3932.35,8378.82,511,1
603.0,1609.82,475.0,3.913,3.56,3110.320000000298,3968.32,8294.34,510,1
604.0,1612.67,476.12957142852247,3.915,3.558,3128.31799999997,4004.32,8288.48,509,1
605.0,1611.62,475.4285714291036,3.916,3.556,3134.3519999980927,4004.35,8233.38,508,1
606.0,1610.53,476.0,3.916,3.556,3133.1520000007004,4004.35,8236.99,507,1
607.0,1609.34,475.7142857145518,3.917,3.556,3125.8539999984205,4004.26,8265.44,506,1
608.0,1607.07,476.0,3.916,3.555,3116.320000000298,3968.32,8250.17,505,1
609.0,1605.09,474.0,3.917,3.556,3110.351999999956,3968.35,8245.89,504,1
610.0,1601.53,474.0,3.917,3.555,3098.289999999106,3968.29,8234.02,503,1
611.0,1598.47,474.4285714291036,3.916,3.555,3086.351000001654,3968.35,8260.45,502,1
612.0,1594.76,473.1428571436554,3.915,3.555,3074.320000000298,3932.32,8220.89,501,1
613.0,1592.87,473.1428571436554,3.916,3.556,3062.320000000298,3932.32,8259.8,500,1
614.0,1589.92,471.0,3.916,3.555,3053.858000000939,3932.26,8222.01,499,1
615.0,1587.91,470.8571428563446,3.916,3.555,3046.729000000283,3896.33,8220.27,498,1
616.0,1585.86,468.8571428563446,3.916,3.555,3038.3590000011027,3896.36,8234.66,497,1
617.0,1583.84,468.0,3.916,3.555,3032.3279999997467,3896.33,8260.97,496,1
618.0,1580.97,469.0,3.915,3.555,3026.3279999997467,3896.33,8236.14,495,1
619.0,1578.52,466.2857142854482,3.915,3.555,3017.8189999982715,3896.22,8203.36,494,1
620.0,1576.45,465.0,3.915,3.555,3008.48399999924,3860.48,8251.23,493,1
621.0,1573.47,465.7142857145518,3.914,3.556,3002.3289999999106,3860.33,8229.86,492,1
622.0,1570.94,465.4285714291036,3.914,3.556,2990.375,3860.38,8180.38,491,1
623.0,1569.22,463.0,3.913,3.556,2984.281000001356,3860.28,8227.67,490,1
624.0,1527.88,463.218999998644,3.895,3.743,2772.3909999988973,3717.0,8520.67,489,1
625.0,1544.66,457.0,3.897,3.861,2679.574999999255,3608.38,8349.81,488,1
626.0,1561.56,461.1428571436554,3.906,3.567,2900.344000000506,3752.34,8209.66,487,1
627.0,1567.19,461.5714285708964,3.91,3.56,2960.3120000008494,3824.31,8231.78,486,1
628.0,1566.88,462.8571428563446,3.912,3.558,2974.744000000879,3824.34,8223.72,485,1
629.0,1564.19,461.0,3.911,3.557,2972.3120000008494,3824.31,8162.56,484,1
630.0,1561.19,461.5714285708964,3.912,3.558,2966.344000000506,3824.34,8170.94,483,1
631.0,1558.16,460.0,3.911,3.558,2960.344000000506,3824.34,8188.59,482,1
632.0,1555.38,459.0,3.911,3.558,2948.375,3824.38,8142.44,481,1
633.0,1552.56,457.7142857145518,3.911,3.559,2938.869000000879,3788.47,8156.38,480,1
634.0,1549.56,454.7142857145518,3.911,3.559,2930.375,3788.38,8136.09,479,1
635.0,1547.47,456.4285714291036,3.91,3.56,2918.4059999994934,3788.41,8161.53,478,1
636.0,1545.34,453.40642857179046,3.91,3.56,2912.4680000003427,3788.47,8151.09,477,1
